415,2039.6443,1008.3372,10.4717,178.7756,0,0 ; Cheetah
415,2108.1514,1440.6624,10.6203,268.1557,0,0 ; Cheetah
415,2176.3467,1676.1738,10.6203,179.9265,1,1 ; Cheetah
415,2035.1099,1917.6454,11.9762,180.1,1,1 ; Cheetah
587,2075.4963,1490.6589,10.3973,0.9207,10,10 ; Euros
451,2148.8706,1398.3688,10.5208,359.6848,78,78 ; Turismo
558,2132.6252,1409.2678,10.4506,180.3099,36,1 ; Uranus
445,2159.9783,1687.9427,10.5331,15.7070,-1,-1 ; Admiral
445,2217.6040,1838.1331,10.5980,180.3272,-1,-1 ; Admiral
445,2040.1990,1344.9268,10.4492,178.6027,-1,-1 ; Admiral
541,1665.9182,900.6049,10.6179,154.1468,66,84 ; Bullet
560,1655.6388,999.3278,10.6343,1.6394,112,112 ; Sultan
522,1677.3665,988.1376,10.6021,359.7391,16,16 ; NRG-500
534,1889.2765,1934.0405,13.5119,180.0616,4,4 ; Remington
534,2791.8364,1997.4441,10.8079,358.2167,8,10 ; Remington
534,2812.9854,2026.3202,10.5870,181.2861,46,46 ; Remington
534,2822.0801,2169.3892,10.5975,270.8597,59,59 ; Remington
534,2582.8459,2271.9075,10.6526,89.7938,58,58 ; Remington
534,2782.1956,1295.4828,10.6250,179.4644,65,65 ; Remington
534,2624.3726,1104.1190,10.8045,269.3916,101,101 ; Remington
463,2439.4592,2059.3762,10.3573,317.0827,125,125 ; Freeway moto
463,2436.2813,2060.5950,10.3597,324.4647,70,70 ; Freeway moto
463,2444.2742,1990.9354,10.5294,359.2699,83,83 ; Freeway moto
463,2458.2346,1992.2141,10.5043,180.6471,92,92 ; Freeway moto
463,2170.9219,1981.6818,10.8809,90.0917,52,52 ; Freeway moto
463,2231.9128,1277.3851,10.5745,1.2022,22,22 ; Freeway moto
463,2182.8376,1287.8752,10.4708,180.3702,123,1 ; Freeway moto
463,2171.9434,1118.7880,12.3942,333.4859,36,1 ; Freeway moto
429,2141.7615,1022.6919,10.5000,90.9348,13,13 ; Banshee
560,2150.9563,987.4216,10.5865,180.8703,87,1 ; Sultan
534,2133.0083,1006.8494,10.7160,89.0048,43,21 ; Remington 
579,2163.0320,1006.4872,10.6988,270.5458,101,1 ; Huntley
463,2475.0217,992.2781,10.3602,206.1178,7,7 ; freeway
463,2570.5042,1031.2295,10.8203,358.0888,7,7 ; freeway strip club lv
463,2578.1724,1031.4020,10.8203,357.7755,12,7 ; freeway strip club lv
463,2584.9063,1031.5436,10.8203,357.7755,10,7 ; freeway strip club lv
445,2485.1379,936.2085,10.6624,0.1062,25,109 ; admiral
587,2460.3796,918.7192,10.5355,90.4611,53,1 ; Euros
535,2455.4519,1275.5571,10.5843,270.0745,28,1 ; Slamwan
579,2352.2910,1472.8545,32.0779,268.4590,28,119 ; huntley
477,2293.1245,1455.2216,39.5112,270.0951,22,1 ; ZR-350
451,2351.6416,1415.7268,42.5269,269.3744,123,123 ; Turismo
448,2631.0559,1845.8617,10.4164,264.5009,3,6 ; Pizza
560,2632.0137,1858.2656,10.6989,270.9765,113,1 ; sultan
477,2602.6128,1846.6437,10.5729,90.5212,121,1 ; ZR-350
402,2214.7441,1512.2836,10.6519,269.6815,39,39 ; buffalo
420,1731.2715,1974.9578,10.5994,273.0416,6,1 ; taxi
429,1702.7047,1804.3766,10.5000,359.9712,1,2 ; banshee
415,1602.3925,1839.9454,10.7028,178.4762,36,1 ; cheetah
402,1471.5049,1928.6152,11.1104,91.6437,22,22 ; buffalo
482,1450.1931,2017.9884,10.9038,90.8726,91,1 ; burrito
534,1453.9977,1957.7761,10.9630,179.0628,62,62 ; Remington
483,1117.3785,2112.5374,10.8094,0.4216,1,31 ; camper
522,1049.3367,2135.9788,10.8916,87.9624,20,117 ; nrg
530,980.7039,2060.1577,10.5856,159.6553,114,1 ; Forklift
541,1023.1682,2019.7904,10.9840,272.4500,31,93 ; Bullet
502,991.6675,1886.8708,11.3290,270.6092,15,32 ; race a
558,984.5507,1719.9063,8.2853,270.4343,24,1 ; uranus
522,949.3912,1662.1198,8.4159,269.5886,6,25 ; NRG-500
541,1113.0669,1726.9880,10.4451,179.9989,22,1 ; Bullet
521,1024.1970,1724.4652,10.3911,93.4605,92,3 ; fcr-900
482,979.7035,1104.7273,10.9448,90.7615,71,71 ; burrito
429,2362.0627,731.0701,11.0945,0.1727,1,3 ; banshee
502,2362.4011,648.3926,11.2058,358.5358,43,21 ; race a
460,2358.0769,519.0576,1.7602,270.6638,17,23 ; skimmer
493,2292.9006,518.9941,-0.2127,269.6579,36,13 ; jetmax
506,1916.4235,698.4152,10.5369,359.5925,52,52 ; super gt
521,1413.7998,772.0428,10.3920,92.6899,87,118 ; fcr -900
533,1484.0516,787.6008,10.5294,359.4022,74,1 ; feltzer
545,1535.0472,787.3861,10.6314,0.8390,44,96 ; hustler
484,1628.1273,571.8071,0.1587,269.3263,66,36 ; Marquis boat
477,1544.6929,2132.2334,11.1514,269.0969,101,1 ; ZR-350
480,1613.6011,2207.0527,10.5919,271.9736,4,4 ; Comet
502,1068.4608,2185.2996,16.6151,91.1135,25,78 ; race a
534,1126.5607,2323.6711,16.4615,90.0850,7,7 ; Remington
562,990.2859,2307.3047,11.1294,89.9585,101,101 ; elegy
400,1108.1198,1903.8445,10.9125,269.1945,113,1 ; AT400 - plane
480,1059.6801,1916.6881,11.4272,0.6038,101,1 ; comet
402,2039.0864,1160.6543,10.5033,179.5146,22,22 ; bufflao
587,1552.6906,1025.6267,10.5356,267.4064,66,1 ; euros
541,1332.6006,1159.0437,10.6290,270.0148,8,90 ; Bullet
545,1281.1134,2545.5876,10.6315,90.4074,30,1 ; Hustler
420,1433.6541,2608.7395,10.6772,89.2627,6,76 ; taxi
562,1374.0249,2644.2893,11.1956,179.4467,1,1 ; elegy
451,1319.5608,2697.6628,10.5268,0.7027,61,61 ; Turismo
451,1464.4520,2773.0771,10.3764,181.1781,3,3 ; Turismo
541,1455.9503,2878.8362,10.4449,0.1368,51,1 ; Bullet golfclub
545,1529.5756,2867.6501,10.6314,268.0443,39,1 ; hustler golfclub
415,1529.6301,2835.7375,10.6409,269.9234,62,62 ; cheetah golfclub 
457,1369.0237,2784.1589,10.4470,94.3731,34,1 ; Golf car golfclub 
562,1618.5776,2834.7361,10.6343,359.5821,25,78 ; elegy golfclub
579,1673.0441,2696.7334,10.7646,2.8550,37,37 ; huntley
522,1927.4393,2729.9841,10.3924,182.5768,6,25 ; NRG-500
562,1998.1213,2758.4885,10.4822,0.3794,116,1 ; Elegy
541,2260.1184,2737.8931,10.5638,271.1407,24,118 ; Bullet
562,2311.9609,2763.3215,10.8880,272.1044,13,120 ; elegy
415,2143.1143,2807.1777,10.5765,92.5022,30,72 ; cheetah
480,2167.2463,2750.6987,10.5948,271.0785,12,12 ; Comet
448,2363.0669,2531.9736,10.4173,267.6790,3,6 ; pizza
541,2417.8662,2529.0085,10.4450,178.9855,36,8 ; Bullet
415,2455.1401,2531.6060,21.6458,179.4472,0,1 ; cheetah
429,2537.9023,2397.2529,3.8906,0.5158,10,10 ; banshee
480,2511.0984,2394.3940,10.5828,269.3660,97,1 ; comet
477,2501.1006,2131.0410,10.4987,269.4453,92,1 ; ZR-350
518,2589.0198,2166.3142,10.4839,1.1502,0,1 ; Buccaneer
533,2620.0979,2086.9114,10.5281,180.6504,79,1 ; feltzer
535,2567.6167,2059.1948,10.5846,0.8758,28,1 ; Slamwan
541,2075.6462,1312.3136,10.2966,359.4287,2,1 ; Bullet
480,2203.4363,1787.9412,10.5034,179.6947,60,1 ; Comet
541,2181.5310,1821.7205,10.4451,0.6193,51,1 ; Bullet
533,2129.1848,1810.2720,10.3810,332.9410,74,1 ; feltzer
477,2118.6621,1892.0770,10.3763,181.2668,6,6 ; ZR-350
477,2103.5483,2089.0322,10.5741,269.2954,101,1 ; ZR-350
522,1995.5346,2185.7837,10.3813,183.3891,36,105 ; NRG-500
562,2010.5963,2137.1594,11.1969,270.0610,1,1 ; elegy
448,2077.0784,2226.7166,10.4142,3.1701,3,6 ; pizza
420,2107.7361,2206.7979,10.8238,178.2615,6,76 ; taxi
477,2156.2788,2188.8767,10.3516,358.4281,14,14 ; ZR-350
415,2339.1323,2114.0562,10.4512,177.1576,20,1 ; cheetah
409,2361.3320,2170.0618,10.5251,359.3094,1,1 ; Stretch
587,2338.7590,1943.9525,10.4102,182.1740,40,1 ; euros
482,2221.3479,1944.5293,9.7951,87.2554,37,37 ; burrito
541,2244.7246,1997.9194,15.4282,0.8475,12,32 ; Bullet
541,2222.4797,1936.1879,25.9241,88.7210,68,8 ; Bullet
415,2294.6262,1952.2435,26.0251,268.4258,7,7 ; cheetah
482,2217.0320,2048.4802,10.9456,89.9095,85,85 ; burrito
477,2272.6033,2326.2434,10.5272,88.5973,61,61 ; ZR-350
429,2242.5024,2231.3748,10.9010,270.8860,4,75 ; banshee
522,2014.7938,2244.9580,23.4848,269.4012,8,82 ; NRG-500
480,1705.0334,2242.9836,10.5941,179.6409,12,12 ; Comet
525,1963.4600,2171.0208,10.6913,257.1353,1,1 ; Towtruck
535,2075.9631,1677.7250,10.4351,0.1849,118,1 ; slamwwan
